timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-01T02:47:22,test,784710b5-157b-4af4-81f9-8e162da8235d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.0050734160467982,7.228544410136523e-06,3.6051270503542547e-06,42.5,0.0,6.0,2.3669200831459925e-05,0.0,3.3410763884118448e-06,2.701027721987177e-05,0.0,The Netherlands,NLD,south holland,,,macOS-26.2-arm64-arm-64bit-Mach-O,3.14.3,3.2.6,10,Apple M4,0,,4.268,52.0368,24.0,machine,0.0,0,80.2,7.5375823974609375,N,1.0,0.0
